🌙月光宝盒,#genre#
体育赛事,http://139.129.231.228:50060/rtp/239.21.2.44:5002
劲爆体育,http://www.terrykang.xyz:35455/itv/5000000002000029972.m3u8?cdn=bestzb
劲爆体育,https://www.freetv.top/migu/796071336.m3u8?migutoken=1cc947d86cb584c31c31c88c005d55965238dbfff7ed75fca8451aed0b564786fde7e4b327e93b92dc96ef57e64e3bb56e8a9e921338080cdae817cb6125d8450b687659ecfee06be9c5d53ac6
超级体育,http://www.terrykang.xyz:35455/itv/1000000001000009601.m3u8?cdn=ystenlive
精品体育,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236300/index.m3u8
广州竞赛,http://php.jdshipin.com:8880/gztv.php?id=jingsai
山东体育,http://139.129.231.228:50060/rtp/239.21.1.141:5002
安徽综艺体育,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8?zanhd
安徽综艺体育,http://snapshot-live-ht.ahtv.cn/atvrtmp/143_q_live161829415240627.m3u8
睛彩篮球,http://www.terrykang.xyz:35455/itv/1000000006000270002.m3u8?cdn=ystenlive
睛彩篮球,http://1.itv.nctv.top:35455/itv/2000000003000000061.m3u8?cdn=hnbblive
睛彩篮球,http://home.dzlove.top:35455/itv/1000000006000270006.m3u8?cdn=ystenlive
睛彩篮球,http://iptv.0564.org:35455/itv/1000000006000270002.m3u8?cdn=ystenlive
睛彩篮球,http://4330413.xyz:35455/itv/1000000006000270002.m3u8?cdn=ystenlive
睛彩篮球,http://gf.you123.fun:35455/itv/1000000006000270002.m3u8?cdn=ystenlive
睛彩篮球,http://hangfun.top:35455/itv/2000000003000000065.m3u8?cdn=hnbblive
睛彩篮球,http://2000.run:35455/itv/1000000006000270006.m3u8?cdn=ystenlive
睛彩篮球,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221232657/smil/index.m3u8?fmt=ts2hls
睛彩篮球,http://ott.eonn.cn:35455/itv/1000000006000270002.m3u8?cdn=ystenlive
足球频道,http://139.129.231.228:50060/rtp/239.21.1.162:5002
魅力足球,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031207
魅力足球,http://www.terrykang.xyz:35455/itv/5000000011000031207.m3u8?cdn=bestzb
魅力足球,https://www.freetv.top/migu/796070308.m3u8?migutoken=0a72668399c6f96d928c0bf0adbe330bbae95b55cfc10f2da9e830e2e06051b89a0e1db847eaa61f6b897e3efcb05ecc6160c2ce3c8073fb2d90c8ed191845e1ca16f6bcd3aaa13f6538d2074d
快乐垂钓,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031206
快乐垂钓,http://pili-live-snapshot.tv.hntvcloud.com/mg-tv/channel-3.m3u8
快乐垂钓,http://120.55.49.231:3095/rtp/233.50.201.109:5140

🪁动画频道,#genre#
动漫秀场,http://139.196.151.191:2051/rtp/239.45.3.134:5140
动漫秀场,http://120.55.49.231:3095/rtp/233.50.201.184:5140
优漫卡通,https://www.freetv.top/migu/626064703.m3u8?migutoken=7f7c4b909389a0cd5172701768041a0f3887534c4534a68bf1dc85550389e9ab156655484be16e89604513fde9da2f036ebae28d31515b0be32eb12462f5de9d9cab8f00c44671241d5c6e1356
优漫卡通,http://58.221.214.82:9901/tsfile/live/0008_2.m3u8
优漫卡通,http://139.129.231.228:50060/rtp/239.21.1.50:5002
金鹰卡通,http://110.53.52.63:8888/newlive/live/hls/49/live.m3u8
金鹰卡通,http://pili-live-snapshot.tv.hntvcloud.com/mg-tv/channel-5.m3u8
金鹰卡通,http://61.138.128.226:19901/tsfile/live/1018_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://116.128.242.83:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
金鹰卡通,http://139.196.151.191:2051/rtp/239.45.3.118:5140
金鹰卡通,http://139.129.231.228:50060/rtp/239.21.1.48:5002
金鹰卡通,http://120.55.49.231:3095/rtp/233.50.201.73:5140
黑莓动画,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236261/index.m3u8
24H国漫热播,https://lunbo.freetv.top/yy/1353937086
浙江少儿,https://ct-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,https://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8?
浙江少儿,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,https://qiniup-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
浙江少儿,http://39.134.182.166/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221233011/smil/index.m3u8?fmt=ts2hls
浙江少儿,http://120.55.49.231:3095/rtp/233.50.201.138:5140
七龙珠,http://182.40.120.195/test-txdwk.flv.huya.com/src/1524418081-1524418081-6547325803326078976-3048959618-10057-A-0-1.m3u8
海绵宝宝,http://1.94.31.214:35455/huya/11352919
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
斗破苍穹玄幻剧,https://live.metshop.top/yy/1356051105
猫和老鼠,http://182.40.120.180/test-txdwk.flv.huya.com/src/1423782038-1423782038-6115097289842229248-2847687532-10057-A-0-1.m3u8
蜡笔小新,http://182.40.120.230/test-txdwk.flv.huya.com/src/1423787878-1423787878-6115122372451237888-2847699212-10057-A-0-1.m3u8
漫画解说,http://liushizupu.site:35455/yy/1382735568

🎮游戏频道,#genre#
游戏风云,http://php.jdshipin.com:8880/itv6.php?cid=bestzb&id=5000000011000031114
游戏风云,https://www.freetv.top/migu/790188417.m3u8?migutoken=0276ef43726b0a3df46f95059cfba0dc88fb58e0682005aef78c7fcce5c7101a4d1199cd5aa05c58eaed75bf3a107385ce216cf787ceb58c1839c276b121b05b72a1ec8d7c6f23c240511643c0
游戏风云,http://139.196.151.191:2051/rtp/239.45.3.131:5140
游戏风云,http://120.55.49.231:3095/rtp/233.50.201.183:5140
海看电竞,http://139.129.231.228:50060/rtp/239.21.1.135:5002

🎵音乐频道,#genre#
CCTV-15,http://z.b.bkpcp.top/m.php?id=cctv15
CCTV-15,https://api.olelive.com/dis/live/CCTV15HD/hls.m3u8
CCTV-15,http://www.terrykang.xyz:35455/itv/1000000005000265014.m3u8?cdn=ystenlive
CCTV-15,http://dsm.huarunguoji.top:35455/itv/1000000005000265014.m3u8?cdn=ystenlive
CCTV-15,http://110.53.52.63:8888/newlive/live/hls/17/live.m3u8
CCTV-15,http://www.freetv.top/migu/673168223.m3u8?migutoken=81268e3d4f684bb5f7e3f9be9524d419c9c649ab0f8f8d3416c7e7535e0b219459b129f4be677a98cf66de546e2d7a78ebe50703d98eb67703adee341cd46d7d39c14bfc907da3a20534d07396
CCTV-15,http://117.144.58.42:35455/gaoma/cctv15.m3u8
CCTV-15,http://newtv.fun:35455/gaoma/cctv15.m3u8
CCTV-15,https://www.freetv.top/migu/673168223.m3u8?migutoken=f24124cb55ee7b2392bae373bd81ba8f267bc2ab7ff065b93c9b9e9674236b624bab04f3f6a2e4d12149cfe81b19760c763b8fba1369d0d4092281bada4eff6ba6d823c0c43e451911f5b20872
CCTV-15,http://home.dzlove.top:35455/gaoma/cctv15.m3u8
音乐之声,http://ngcdn003.cnr.cn/live/yyzs/index.m3u8
音乐调频广播,http://120.55.49.231:3095/rtp/233.50.201.82:5140

🏛经典剧场,#genre#
笑傲江湖,http://rihou.cc:555/huyad.php?id=23865142
笑傲江湖,https://live.metshop.top/yy/1354936128
笑傲江湖,https://lunbo.freetv.top/yy/1354930909
天龙八部,https://live.metshop.top/yy/1382749944
天龙八部,https://lunbo.freetv.top/yy/1351814644
天龙八部,http://182.40.120.195/test-txdwk.flv.huya.com/src/1099531752675-1099531752675-86435783040303104-2199063628806-10057-A-0-1.m3u8
鹿鼎记,https://lunbo.freetv.top/yy/1354658049
仙剑奇侠传,https://live.metshop.top/yy/1382749903
仙剑奇侠传,https://lunbo.freetv.top/yy/1382749903
西游记,http://1.94.31.214:35455/huya/26355861
三国演义,http://rihou.cc:555/huyad.php?id=11602081
三国演义,https://lunbo.freetv.top/yy/1354930932
新白娘子传奇,https://live.metshop.top/yy/1354490667
封神榜,https://live.metshop.top/yy/1353426319
封神榜,https://lunbo.freetv.top/yy/1353426319
上海滩,https://live.metshop.top/yy/1382745184
射雕英雄传,https://lunbo.freetv.top/yy/1354210357

NewTV频道,#genre#
NEWTV精品综合,http://127.0.0.1:35456/itv/1000000004000019008.m3u8?cdn=ystenlive
NEWTV精品大剧,http://127.0.0.1:35456/itv/1000000004000013968.m3u8?cdn=ystenlive
NEWTV精品纪录,http://127.0.0.1:35456/itv/1000000004000013730.m3u8?cdn=ystenlive
NEWTV精品体育,http://127.0.0.1:35456/itv/1000000004000014634.m3u8?cdn=ystenlive
NEWTV精品萌宠,http://127.0.0.1:35456/itv/1000000006000032328.m3u8?cdn=ystenlive
NEWTV爱情喜剧,http://127.0.0.1:35456/itv/2000000003000000010.m3u8?cdn=hnbblive
NEWTV超级电视剧,http://127.0.0.1:35456/itv/1000000006000268003.m3u8?cdn=ystenlive
NEWTV超级电影,http://127.0.0.1:35456/itv/1000000003000012426.m3u8?cdn=ystenlive
NEWTV超级体育,http://127.0.0.1:35456/itv/1000000001000009601.m3u8?cdn=ystenlive
NEWTV超级综艺,http://127.0.0.1:35456/itv/1000000006000268002.m3u8?cdn=ystenlive
NEWTV潮妈辣婆,http://127.0.0.1:35456/itv/2000000003000000018.m3u8?cdn=hnbblive
NEWTV东北热剧,http://127.0.0.1:35456/itv/1000000005000266013.m3u8?cdn=ystenlive
NEWTV动作电影,http://127.0.0.1:35456/itv/1000000004000018653.m3u8?cdn=ystenlive
NEWTV古装剧场,http://127.0.0.1:35456/itv/2000000003000000024.m3u8?cdn=hnbblive
NEWTV欢乐剧场,http://127.0.0.1:35456/itv/1000000005000266012.m3u8?cdn=ystenlive
NEWTV家庭剧场,http://127.0.0.1:35456/itv/1000000004000008284.m3u8?cdn=ystenlive
NEWTV金牌综艺,http://127.0.0.1:35456/itv/1000000004000026167.m3u8?cdn=ystenlive
NEWTV惊悚悬疑,http://127.0.0.1:35456/itv/1000000004000024282.m3u8?cdn=ystenlive
NEWTV军旅剧场,http://127.0.0.1:35456/itv/2000000003000000014.m3u8?cdn=hnbblive
NEWTV军事评论,http://127.0.0.1:35456/itv/2000000003000000022.m3u8?cdn=hnbblive
NEWTV魅力潇湘,http://127.0.0.1:35456/itv/1000000001000006197.m3u8?cdn=ystenlive
NEWTV明星大片,http://127.0.0.1:35456/itv/2000000003000000016.m3u8?cdn=hnbblive
NEWTV农业致富,http://127.0.0.1:35456/itv/2000000003000000003.m3u8?cdn=hnbblive
NEWTV武搏世界,http://127.0.0.1:35456/itv/2000000003000000007.m3u8?cdn=hnbblive
NEWTV炫舞未来,http://127.0.0.1:35456/itv/1000000001000000515.m3u8?cdn=ystenlive
NEWTV怡伴健康,http://127.0.0.1:35456/itv/1000000005000266011.m3u8?cdn=ystenlive
NEWTV中国功夫,http://127.0.0.1:35456/itv/2000000003000000009.m3u8?cdn=hnbblive
NEWTV黑莓电影,http://127.0.0.1:35456/itv/1000000004000019624.m3u8?cdn=ystenlive
NEWTV黑莓动画,http://127.0.0.1:35456/itv/1000000004000021734.m3u8?cdn=ystenlive
NEWTV哒啵电竞,http://127.0.0.1:35456/itv/1000000006000032327.m3u8?cdn=ystenlive
NEWTV哒啵赛事,http://127.0.0.1:35456/itv/1000000001000003775.m3u8?cdn=ystenlive

SiTV频道,#genre#
SiTV动漫秀场,http://127.0.0.1:35456/itv/5000000011000031113.m3u8?cdn=bestzb
SiTV都市剧场,http://127.0.0.1:35456/itv/5000000011000031111.m3u8?cdn=bestzb
SiTV法治天地,http://127.0.0.1:35456/itv/9001547084732463424.m3u8?cdn=bestzb
SiTV欢笑剧场,http://127.0.0.1:35456/itv/5000000002000009455.m3u8?cdn=bestzb
SiTV金色学堂,http://127.0.0.1:35456/itv/5000000010000026105.m3u8?cdn=bestzb
SiTV劲爆体育,http://127.0.0.1:35456/itv/5000000002000029972.m3u8?cdn=bestzb
SiTV乐游,http://127.0.0.1:35456/itv/5000000011000031112.m3u8?cdn=bestzb
SiTV魅力足球,http://127.0.0.1:35456/itv/5000000011000031207.m3u8?cdn=bestzb
SiTV七彩戏剧,http://127.0.0.1:35456/itv/5000000011000031116.m3u8?cdn=bestzb
SiTV生活时尚,http://127.0.0.1:35456/itv/5000000002000019634.m3u8?cdn=bestzb
SiTV游戏风云,http://127.0.0.1:35456/itv/5000000011000031114.m3u8?cdn=bestzb

iHOT频道,#genre#
iHOT爱电竞,http://127.0.0.1:35456/itv/6000000006000230630.m3u8?cdn=wasusyt
iHOT爱谍战,http://127.0.0.1:35456/itv/6000000006000070630.m3u8?cdn=wasusyt
iHOT爱动漫,http://127.0.0.1:35456/itv/6000000006000280630.m3u8?cdn=wasusyt
iHOT爱都市,http://127.0.0.1:35456/itv/6000000006000080630.m3u8?cdn=wasusyt
iHOT爱怀旧,http://127.0.0.1:35456/itv/6000000006000260630.m3u8?cdn=wasusyt
iHOT爱经典,http://127.0.0.1:35456/itv/6000000006000060630.m3u8?cdn=wasusyt
iHOT爱科幻,http://127.0.0.1:35456/itv/6000000006000020630.m3u8?cdn=wasusyt
iHOT爱科学,http://127.0.0.1:35456/itv/6000000006000160630.m3u8?cdn=wasusyt
iHOT爱浪漫,http://127.0.0.1:35456/itv/6000000006000040630.m3u8?cdn=wasusyt
iHOT爱历史,http://127.0.0.1:35456/itv/6000000006000150630.m3u8?cdn=wasusyt
iHOT爱旅行,http://127.0.0.1:35456/itv/6000000006000250630.m3u8?cdn=wasusyt
iHOT爱奇谈,http://127.0.0.1:35456/itv/6000000006000270630.m3u8?cdn=wasusyt
iHOT爱青春,http://127.0.0.1:35456/itv/6000000006000100630.m3u8?cdn=wasusyt
iHOT爱赛车,http://127.0.0.1:35456/itv/6000000006000240630.m3u8?cdn=wasusyt
iHOT爱体育,http://127.0.0.1:35456/itv/6000000006000290630.m3u8?cdn=wasusyt
iHOT爱玩具,http://127.0.0.1:35456/itv/6000000006000220630.m3u8?cdn=wasusyt
iHOT爱喜剧,http://127.0.0.1:35456/itv/6000000006000010630.m3u8?cdn=wasusyt
iHOT爱悬疑,http://127.0.0.1:35456/itv/6000000006000050630.m3u8?cdn=wasusyt
iHOT爱幼教,http://127.0.0.1:35456/itv/6000000006000180630.m3u8?cdn=wasusyt
iHOT爱院线,http://127.0.0.1:35456/itv/6000000006000030630.m3u8?cdn=wasusyt

睛彩&求索,#genre#
睛彩青少,http://127.0.0.1:35456/itv/3000000020000031315.m3u8?cdn=FifastbLive
睛彩竞技,http://127.0.0.1:35456/itv/2000000003000000060.m3u8?cdn=hnbblive
睛彩篮球,http://127.0.0.1:35456/itv/2000000003000000061.m3u8?cdn=hnbblive
睛彩广场舞,http://127.0.0.1:35456/itv/2000000003000000062.m3u8?cdn=hnbblive
睛彩广场舞,http://127.0.0.1:35456/itv/2000000003000000064.m3u8?cdn=hnbblive
睛彩篮球,http://127.0.0.1:35456/itv/2000000003000000065.m3u8?cdn=hnbblive
睛彩竞技,http://127.0.0.1:35456/itv/1000000006000270001.m3u8?cdn=ystenlive
睛彩篮球,http://127.0.0.1:35456/itv/1000000006000270002.m3u8?cdn=ystenlive
睛彩广场舞,http://127.0.0.1:35456/itv/1000000006000270003.m3u8?cdn=ystenlive
睛彩广场舞,http://127.0.0.1:35456/itv/1000000006000270005.m3u8?cdn=ystenlive
睛彩篮球,http://127.0.0.1:35456/itv/1000000006000270006.m3u8?cdn=ystenlive
求索动物,http://127.0.0.1:35456/itv/6000000002000010046.m3u8?cdn=wasusyt
求索纪录,http://127.0.0.1:35456/itv/6000000002000032052.m3u8?cdn=wasusyt
求索科学,http://127.0.0.1:35456/itv/6000000002000032344.m3u8?cdn=wasusyt
求索生活,http://127.0.0.1:35456/itv/6000000002000003382.m3u8?cdn=wasusyt

咪咕频道,#genre#
咪咕视频1,http://127.0.0.1:35456/itv/3000000001000005308.m3u8?cdn=FifastbLive
咪咕视频2,http://127.0.0.1:35456/itv/3000000001000005969.m3u8?cdn=FifastbLive
咪咕视频3,http://127.0.0.1:35456/itv/3000000001000007218.m3u8?cdn=FifastbLive
咪咕视频4,http://127.0.0.1:35456/itv/3000000001000008001.m3u8?cdn=FifastbLive
咪咕视频5,http://127.0.0.1:35456/itv/3000000001000008176.m3u8?cdn=FifastbLive
咪咕视频6,http://127.0.0.1:35456/itv/3000000001000008379.m3u8?cdn=FifastbLive
咪咕视频7,http://127.0.0.1:35456/itv/3000000001000010129.m3u8?cdn=FifastbLive
咪咕视频8,http://127.0.0.1:35456/itv/3000000001000010948.m3u8?cdn=FifastbLive
咪咕视频9,http://127.0.0.1:35456/itv/3000000001000028638.m3u8?cdn=FifastbLive
咪咕视频10,http://127.0.0.1:35456/itv/3000000001000031494.m3u8?cdn=FifastbLive
咪咕视频11,http://127.0.0.1:35456/itv/3000000010000005837.m3u8?cdn=FifastbLive
咪咕视频12,http://127.0.0.1:35456/itv/3000000020000011518.m3u8?cdn=FifastbLive
咪咕视频13,http://127.0.0.1:35456/itv/3000000020000011519.m3u8?cdn=FifastbLive
咪咕视频14,http://127.0.0.1:35456/itv/3000000020000011520.m3u8?cdn=FifastbLive
咪咕视频15,http://127.0.0.1:35456/itv/3000000020000011521.m3u8?cdn=FifastbLive
咪咕视频16,http://127.0.0.1:35456/itv/3000000020000011522.m3u8?cdn=FifastbLive
咪咕视频17,http://127.0.0.1:35456/itv/3000000020000011523.m3u8?cdn=FifastbLive
咪咕视频18,http://127.0.0.1:35456/itv/3000000020000011524.m3u8?cdn=FifastbLive
咪咕视频19,http://127.0.0.1:35456/itv/3000000020000011525.m3u8?cdn=FifastbLive
咪咕视频20,http://127.0.0.1:35456/itv/3000000020000011528.m3u8?cdn=FifastbLive
咪咕视频21,http://127.0.0.1:35456/itv/3000000020000011529.m3u8?cdn=FifastbLive
咪咕视频22,http://127.0.0.1:35456/itv/3000000020000011530.m3u8?cdn=FifastbLive
咪咕视频23,http://127.0.0.1:35456/itv/3000000020000011531.m3u8?cdn=FifastbLive
咪咕视频24,http://127.0.0.1:35456/itv/3000000010000000097.m3u8?cdn=FifastbLive
咪咕视频25,http://127.0.0.1:35456/itv/3000000010000002019.m3u8?cdn=FifastbLive
咪咕视频26,http://127.0.0.1:35456/itv/3000000010000002809.m3u8?cdn=FifastbLive
咪咕视频27,http://127.0.0.1:35456/itv/3000000010000003915.m3u8?cdn=FifastbLive
咪咕视频28,http://127.0.0.1:35456/itv/3000000010000004193.m3u8?cdn=FifastbLive
咪咕视频29,http://127.0.0.1:35456/itv/3000000010000006077.m3u8?cdn=FifastbLive
咪咕视频30,http://127.0.0.1:35456/itv/3000000010000006658.m3u8?cdn=FifastbLive
咪咕视频31,http://127.0.0.1:35456/itv/3000000010000009788.m3u8?cdn=FifastbLive
咪咕视频32,http://127.0.0.1:35456/itv/3000000010000010833.m3u8?cdn=FifastbLive
咪咕视频33,http://127.0.0.1:35456/itv/3000000010000011297.m3u8?cdn=FifastbLive
咪咕视频34,http://127.0.0.1:35456/itv/3000000010000011518.m3u8?cdn=FifastbLive
咪咕视频35,http://127.0.0.1:35456/itv/3000000010000012558.m3u8?cdn=FifastbLive
咪咕视频36,http://127.0.0.1:35456/itv/3000000010000012616.m3u8?cdn=FifastbLive
咪咕视频37,http://127.0.0.1:35456/itv/3000000010000015470.m3u8?cdn=FifastbLive
咪咕视频38,http://127.0.0.1:35456/itv/3000000010000015560.m3u8?cdn=FifastbLive
咪咕视频39,http://127.0.0.1:35456/itv/3000000010000017678.m3u8?cdn=FifastbLive
咪咕视频40,http://127.0.0.1:35456/itv/3000000010000019839.m3u8?cdn=FifastbLive
咪咕视频41,http://127.0.0.1:35456/itv/3000000010000021904.m3u8?cdn=FifastbLive
咪咕视频42,http://127.0.0.1:35456/itv/3000000010000023434.m3u8?cdn=FifastbLive
咪咕视频43,http://127.0.0.1:35456/itv/3000000010000025380.m3u8?cdn=FifastbLive
咪咕视频44,http://127.0.0.1:35456/itv/3000000010000027691.m3u8?cdn=FifastbLive
咪咕视频45,http://127.0.0.1:35456/itv/3000000010000031669.m3u8?cdn=FifastbLive
咪咕视频46,http://127.0.0.1:35456/itv/2000000003000000063.m3u8?cdn=hnbblive
咪咕视频47,http://127.0.0.1:35456/itv/1000000006000270004.m3u8?cdn=ystenlive

央视,#genre#
cctv1-高码,http://152.69.180.34:35455/ysptp/cctv1.m3u8
CCTV-1,http://152.69.180.34:35455/itv/6000000001000029752.m3u8?cdn=wasusyt
CCTV-1-50-FPS,http://152.69.180.34:35455/itv/5000000004000002226.m3u8?cdn=bestzb
CCTV-1-HEVC,http://152.69.180.34:35455/itv/1000000005000265001.m3u8?cdn=ystenlive
cctv2-高码,http://152.69.180.34:35455/ysptp/cctv2.m3u8
CCTV-2,http://152.69.180.34:35455/itv/1000000001000023315.m3u8?cdn=ystenlive
CCTV-2-50-FPS,http://152.69.180.34:35455/itv/6000000001000014161.m3u8?cdn=wasusyt
CCTV-2-HEVC,http://152.69.180.34:35455/itv/1000000001000023315.m3u8?cdn=ystenlive
cctv3-高码,http://152.69.180.34:35455/ysptp/cctv3.m3u8
CCTV-3,http://152.69.180.34:35455/itv/6000000001000022313.m3u8?cdn=wasusyt
CCTV-3-HEVC,http://152.69.180.34:35455/itv/1000000005000265003.m3u8?cdn=ystenlive
cctv4-高码,http://152.69.180.34:35455/ysptp/cctv4.m3u8
CCTV-4-50-FPS,http://152.69.180.34:35455/itv/5000000011000031102.m3u8?cdn=bestzb
CCTV-4-HEVC,http://152.69.180.34:35455/itv/1000000005000265004.m3u8?cdn=ystenlive
cctv5-高码,http://152.69.180.34:35455/ysptp/cctv5.m3u8
CCTV-5,http://152.69.180.34:35455/itv/1000000005000025222.m3u8?cdn=ystenlive
CCTV-5-HEVC,http://152.69.180.34:35455/itv/1000000005000265005.m3u8?cdn=ystenlive
cctv5p-高码,http://152.69.180.34:35455/ysptp/cctv5p.m3u8
CCTV-5+,http://152.69.180.34:35455/itv/6000000001000015875.m3u8?cdn=wasusyt
CCTV-5+-HEVC,http://152.69.180.34:35455/itv/1000000005000265016.m3u8?cdn=ystenlive
cctv6-高码,http://152.69.180.34:35455/tptv/G_CCTV-6-AVS-4K264.m3u8
CCTV-6,http://152.69.180.34:35455/itv/1000000001000001737.m3u8?cdn=ystenlive
CCTV-6-50-FPS,http://152.69.180.34:35455/itv/6000000001000004574.m3u8?cdn=wasusyt
CCTV-6-HEVC,http://152.69.180.34:35455/itv/1000000005000265006.m3u8?cdn=ystenlive
cctv7-高码,http://152.69.180.34:35455/ysptp/cctv7.m3u8
CCTV-7,http://152.69.180.34:35455/itv/1000000001000024341.m3u8?cdn=ystenlive
CCTV-7-50-FPS,http://152.69.180.34:35455/itv/6000000001000009055.m3u8?cdn=wasusyt
CCTV-7-HEVC,http://152.69.180.34:35455/itv/1000000005000265007.m3u8?cdn=ystenlive
cctv8-高码,http://152.69.180.34:35455/ysptp/cctv8.m3u8
CCTV-8,http://152.69.180.34:35455/itv/6000000001000001070.m3u8?cdn=wasusyt
CCTV-8-HEVC,http://152.69.180.34:35455/itv/1000000005000265008.m3u8?cdn=ystenlive
cctv9-高码,http://152.69.180.34:35455/ysptp/cctv9.m3u8
CCTV-9,http://152.69.180.34:35455/itv/1000000001000014583.m3u8?cdn=ystenlive
CCTV-9-50-FPS,http://152.69.180.34:35455/itv/6000000001000032162.m3u8?cdn=wasusyt
CCTV-9-HEVC,http://152.69.180.34:35455/itv/1000000005000265009.m3u8?cdn=ystenlive
cctv10-高码,http://152.69.180.34:35455/ysptp/cctv10.m3u8
CCTV-10,http://152.69.180.34:35455/itv/1000000001000023734.m3u8?cdn=ystenlive
CCTV-10-50-FPS,http://152.69.180.34:35455/itv/5000000004000012827.m3u8?cdn=bestzb
CCTV-10-HEVC,http://152.69.180.34:35455/itv/1000000005000265010.m3u8?cdn=ystenlive
cctv11-高码,http://152.69.180.34:35455/ysptp/cctv11.m3u8
CCTV-11-50-FPS,http://152.69.180.34:35455/itv/5000000011000031106.m3u8?cdn=bestzb
CCTV-11-HEVC,http://152.69.180.34:35455/itv/1000000005000265011.m3u8?cdn=ystenlive
cctv12-高码,http://152.69.180.34:35455/ysptp/cctv12.m3u8
CCTV-12,http://152.69.180.34:35455/itv/1000000001000032494.m3u8?cdn=ystenlive
CCTV-12-50-FPS,http://152.69.180.34:35455/itv/6000000001000022586.m3u8?cdn=wasusyt
CCTV-12-HEVC,http://152.69.180.34:35455/itv/1000000005000265012.m3u8?cdn=ystenlive
cctv13-高码,http://152.69.180.34:35455/ysptp/cctv13.m3u8
CCTV-13-50-FPS,http://152.69.180.34:35455/itv/5000000011000031108.m3u8?cdn=bestzb
cctv14-高码,http://152.69.180.34:35455/ysptp/cctv14.m3u8
CCTV-14,http://152.69.180.34:35455/itv/1000000001000008170.m3u8?cdn=ystenlive
CCTV-14-50-FPS,http://152.69.180.34:35455/itv/5000000004000006673.m3u8?cdn=bestzb
CCTV-14-HEVC,http://152.69.180.34:35455/itv/1000000005000265013.m3u8?cdn=ystenlive
cctv15-高码,http://152.69.180.34:35455/ysptp/cctv15.m3u8
CCTV-15-50-FPS,http://152.69.180.34:35455/itv/5000000011000031109.m3u8?cdn=bestzb
CCTV-15-HEVC,http://152.69.180.34:35455/itv/1000000005000265014.m3u8?cdn=ystenlive
cctv16-高码,http://152.69.180.34:35455/ysptp/cctv16.m3u8
CCTV-16,http://152.69.180.34:35455/itv/1000000006000233002.m3u8?cdn=ystenlive
cctv17-高码,http://152.69.180.34:35455/ysptp/cctv17.m3u8
CCTV-17,http://152.69.180.34:35455/itv/1000000006000268004.m3u8?cdn=ystenlive
CCTV-17-HEVC,http://152.69.180.34:35455/itv/1000000005000265015.m3u8?cdn=ystenlive
世界地理,http://152.69.180.34:35455/tptv/G_SHIJIEDL-CQ.m3u8
风云剧场,http://152.69.180.34:35455/tptv/G_FENGYUNJC-CQ.m3u8
风云足球,http://152.69.180.34:35455/tptv/G_FENGSHANGZQ-CQ.m3u8
风云音乐,http://152.69.180.34:35455/tptv/G_FENGYUNYY-CQ.m3u8
兵器科技,http://152.69.180.34:35455/tptv/G_BINGQIKJ-CQ.m3u8
央视台球,http://152.69.180.34:35455/tptv/G_TAIQIU-CQ.m3u8
高尔夫网球,http://152.69.180.34:35455/tptv/G_CCTV-GOLF-CQ.m3u8
女性时尚,http://152.69.180.34:35455/tptv/G_NVXINGSS-CQ.m3u8
电视指南,http://152.69.180.34:35455/tptv/G_DIANSHIZN-CQ.m3u8
第一剧场,http://152.69.180.34:35455/tptv/G_DIYIJC-CQ.m3u8
怀旧剧场,http://152.69.180.34:35455/tptv/G_HUAIJIUJC-CQ.m3u8
央视文化精品,http://152.69.180.34:35455/tptv/G_CCTV-WENHUA-CQ.m3u8
CGTN,http://152.69.180.34:35455/itv/7745129417417101820.m3u8?cdn=hnbblive
CGTN-记录,http://152.69.180.34:35455/itv/7114647837765104058.m3u8?cdn=hnbblive
cgtnar-高码,http://152.69.180.34:35455/ysptp/cgtnar.m3u8
cgtndoc-高码,http://152.69.180.34:35455/ysptp/cgtndoc.m3u8
cgtnen-高码,http://152.69.180.34:35455/ysptp/cgtnen.m3u8
cgtnfr-高码,http://152.69.180.34:35455/ysptp/cgtnfr.m3u8
cgtnru-高码,http://152.69.180.34:35455/ysptp/cgtnru.m3u8
cgtnsp-高码,http://152.69.180.34:35455/ysptp/cgtnsp.m3u8
其他,#genre#
重温经典,https://gdcucc.v1.mk/gdcucc/cwjd.m3u8
中国教育电视台-1,http://152.69.180.34:35455/itv/5000000002000002652.m3u8?cdn=bestzb
